"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"1998-01-01T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",11.2,"bereinigt"
"1998-01-01T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",28.81,"bereinigt"
"1998-01-01T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-01T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",5.55,"bereinigt"
"1998-01-01T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",9.14,"bereinigt"
"1998-01-01T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-01T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",52.75,"bereinigt"
"1998-01-01T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",136.82,"bereinigt"
"1998-01-01T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",137.27,"bereinigt"
"1998-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",2.11,"bereinigt"
"1998-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",5.46,"bereinigt"
"1998-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-01T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",1.92,"bereinigt"
"1998-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",52.16,"bereinigt"
"1998-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",131.64,"bereinigt"
"1998-01-01T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",132.82,"bereinigt"
"1998-01-01T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",37.14,"bereinigt"
"1998-01-02T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",50.38,"bereinigt"
"1998-01-02T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",77.29,"bereinigt"
"1998-01-02T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-02T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",31.69,"bereinigt"
"1998-01-02T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",71.4,"bereinigt"
"1998-01-02T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-02T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",37.04,"bereinigt"
"1998-01-02T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",29.41,"bereinigt"
"1998-01-02T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",42.95,"bereinigt"
"1998-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",35.93,"bereinigt"
"1998-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",72.12,"bereinigt"
"1998-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-02T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.54,"bereinigt"
"1998-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",28.6,"bereinigt"
"1998-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",11.92,"bereinigt"
"1998-01-02T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",24.51,"bereinigt"
"1998-01-02T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",10.66,"bereinigt"
"1998-01-03T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",55.29,"bereinigt"
"1998-01-03T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",76.32,"bereinigt"
"1998-01-03T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-03T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",44.53,"bereinigt"
"1998-01-03T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",79.54,"bereinigt"
"1998-01-03T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-03T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",31.27,"bereinigt"
"1998-01-03T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",28.95,"bereinigt"
"1998-01-03T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",39.57,"bereinigt"
"1998-01-03T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",49.04,"bereinigt"
"1998-01-03T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",76.08,"bereinigt"
"1998-01-03T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-03T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.41,"bereinigt"
"1998-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",19.09,"bereinigt"
"1998-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",5.08,"bereinigt"
"1998-01-03T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",14.05,"bereinigt"
"1998-01-03T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",4.72,"bereinigt"
"1998-01-04T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",70.04,"bereinigt"
"1998-01-04T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",78.98,"bereinigt"
"1998-01-04T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-04T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",48,"bereinigt"
"1998-01-04T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",75.29,"bereinigt"
"1998-01-04T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-04T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",27.79,"bereinigt"
"1998-01-04T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",19.26,"bereinigt"
"1998-01-04T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",29.97,"bereinigt"
"1998-01-04T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",63.43,"bereinigt"
"1998-01-04T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",74.09,"bereinigt"
"1998-01-04T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-04T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.37,"bereinigt"
"1998-01-04T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",14.98,"bereinigt"
"1998-01-04T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.95,"bereinigt"
"1998-01-04T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",11,"bereinigt"
"1998-01-04T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",4.01,"bereinigt"
"1998-01-05T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",67.91,"bereinigt"
"1998-01-05T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",79.98,"bereinigt"
"1998-01-05T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-05T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",41.13,"bereinigt"
"1998-01-05T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",80.08,"bereinigt"
"1998-01-05T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-05T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",36.2,"bereinigt"
"1998-01-05T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",32.31,"bereinigt"
"1998-01-05T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",44.83,"bereinigt"
"1998-01-05T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",60.55,"bereinigt"
"1998-01-05T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",80.83,"bereinigt"
"1998-01-05T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-05T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.44,"bereinigt"
"1998-01-05T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",21.14,"bereinigt"
"1998-01-05T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",7.48,"bereinigt"
"1998-01-05T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",17.05,"bereinigt"
"1998-01-05T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",3.88,"bereinigt"
"1998-01-06T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",54.76,"bereinigt"
"1998-01-06T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",77.87,"bereinigt"
"1998-01-06T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-06T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",35.59,"bereinigt"
"1998-01-06T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",76.72,"bereinigt"
"1998-01-06T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-06T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",44.72,"bereinigt"
"1998-01-06T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",47.8,"bereinigt"
"1998-01-06T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",61.71,"bereinigt"
"1998-01-06T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",42.95,"bereinigt"
"1998-01-06T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",76.03,"bereinigt"
"1998-01-06T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-06T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.63,"bereinigt"
"1998-01-06T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",31.62,"bereinigt"
"1998-01-06T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",15.67,"bereinigt"
"1998-01-06T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",29.1,"bereinigt"
"1998-01-06T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",6.3,"bereinigt"
"1998-01-07T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",41.41,"bereinigt"
"1998-01-07T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",60.8,"bereinigt"
"1998-01-07T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-07T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",25.05,"bereinigt"
"1998-01-07T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",61.36,"bereinigt"
"1998-01-07T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-07T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",41.39,"bereinigt"
"1998-01-07T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",58.6,"bereinigt"
"1998-01-07T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",68.62,"bereinigt"
"1998-01-07T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",27.12,"bereinigt"
"1998-01-07T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",54.47,"bereinigt"
"1998-01-07T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-07T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.75,"bereinigt"
"1998-01-07T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",36,"bereinigt"
"1998-01-07T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",29.18,"bereinigt"
"1998-01-07T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",42.23,"bereinigt"
"1998-01-07T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",9.97,"bereinigt"
"1998-01-08T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",44.45,"bereinigt"
"1998-01-08T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",58.25,"bereinigt"
"1998-01-08T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-08T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",24.01,"bereinigt"
"1998-01-08T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",58.9,"bereinigt"
"1998-01-08T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-08T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",48.14,"bereinigt"
"1998-01-08T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",69.49,"bereinigt"
"1998-01-08T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",80.89,"bereinigt"
"1998-01-08T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",24.88,"bereinigt"
"1998-01-08T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",57.94,"bereinigt"
"1998-01-08T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1998-01-08T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.9,"bereinigt"
"1998-01-08T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",41.81,"bereinigt"
"1998-01-08T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",35.51,"bereinigt"
"1998-01-08T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",50.33,"bereinigt"
"1998-01-08T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",12.03,"bereinigt"
"1998-01-09T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",38.97,"bereinigt"
