"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2022-01-01T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.93,"bereinigt"
"2022-01-01T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.5,"bereinigt"
"2022-01-01T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",51.88,"bereinigt"
"2022-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",44.4,"bereinigt"
"2022-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",31.14,"bereinigt"
"2022-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",3.8,"bereinigt"
"2022-01-01T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",66.46,"bereinigt"
"2022-01-01T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",58.52,"bereinigt"
"2022-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",10.81,"bereinigt"
"2022-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2022-01-01T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",26524.62,"bereinigt"
"2022-01-01T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",62.17,"bereinigt"
"2022-01-01T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",54.29,"bereinigt"
"2022-01-01T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",35.66,"bereinigt"
"2022-01-01T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",2.82,"bereinigt"
"2022-01-01T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",63.97,"bereinigt"
"2022-01-01T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",63.33,"bereinigt"
"2022-01-01T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",10.27,"bereinigt"
"2022-01-01T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2022-01-01T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",24210.46,"bereinigt"
"2022-01-01T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",73.05,"bereinigt"
"2022-01-01T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",66.7,"bereinigt"
"2022-01-01T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",37.44,"bereinigt"
"2022-01-01T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",2.47,"bereinigt"
"2022-01-01T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",62.68,"bereinigt"
"2022-01-01T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",57.17,"bereinigt"
"2022-01-01T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",7.01,"bereinigt"
"2022-01-01T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2022-01-01T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",15.9,"bereinigt"
"2022-01-01T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",6.54,"bereinigt"
"2022-01-01T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",20.38,"bereinigt"
"2022-01-01T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",25.73,"bereinigt"
"2022-01-01T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",48.36,"bereinigt"
"2022-01-01T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2022-01-02T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.36,"bereinigt"
"2022-01-02T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.33,"bereinigt"
"2022-01-02T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",38.64,"bereinigt"
"2022-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",29.93,"bereinigt"
"2022-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",28.01,"bereinigt"
"2022-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",11.48,"bereinigt"
"2022-01-02T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",17.9,"bereinigt"
"2022-01-02T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",14.12,"bereinigt"
"2022-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",37.06,"bereinigt"
"2022-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2022-01-02T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",15088.64,"bereinigt"
"2022-01-02T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",41.84,"bereinigt"
"2022-01-02T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",31.01,"bereinigt"
"2022-01-02T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",32.47,"bereinigt"
"2022-01-02T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",12.71,"bereinigt"
"2022-01-02T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",13.57,"bereinigt"
