"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2019-01-01T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",8.18,"bereinigt"
"2019-01-01T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.74,"bereinigt"
"2019-01-01T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.87,"bereinigt"
"2019-01-01T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",43.85,"bereinigt"
"2019-01-01T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",53.42,"bereinigt"
"2019-01-01T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2019-01-01T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",23.63,"bereinigt"
"2019-01-01T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",13.64,"bereinigt"
"2019-01-01T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",23.29,"bereinigt"
"2019-01-01T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",34.59,"bereinigt"
"2019-01-01T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",46.08,"bereinigt"
"2019-01-01T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2019-01-01T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",17.17,"bereinigt"
"2019-01-01T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",13.96,"bereinigt"
"2019-01-01T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",19.23,"bereinigt"
"2019-01-01T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",9.48,"bereinigt"
"2019-01-01T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",17.66,"bereinigt"
"2019-01-01T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",37.27,"bereinigt"
"2019-01-01T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",52.37,"bereinigt"
"2019-01-01T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2019-01-01T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",14.7,"bereinigt"
"2019-01-01T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",12.37,"bereinigt"
"2019-01-01T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",7234.38,"bereinigt"
"2019-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",11.8,"bereinigt"
"2019-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",2,"bereinigt"
"2019-01-01T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",7.78,"bereinigt"
"2019-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",42.22,"bereinigt"
"2019-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",54.8,"bereinigt"
"2019-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2019-01-01T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",15.42,"bereinigt"
"2019-01-01T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",12.13,"bereinigt"
"2019-01-01T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",3751.1,"bereinigt"
"2019-01-01T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.21,"bereinigt"
"2019-01-01T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.93,"bereinigt"
"2019-01-02T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",8.85,"bereinigt"
"2019-01-02T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.81,"bereinigt"
"2019-01-02T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",5.27,"bereinigt"
"2019-01-02T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",60.15,"bereinigt"
"2019-01-02T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",74.09,"bereinigt"
"2019-01-02T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2019-01-02T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",31.2,"bereinigt"
"2019-01-02T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",13.28,"bereinigt"
"2019-01-02T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",26.96,"bereinigt"
"2019-01-02T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",42.84,"bereinigt"
"2019-01-02T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",60.22,"bereinigt"
"2019-01-02T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2019-01-02T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",11.59,"bereinigt"
"2019-01-02T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",7.42,"bereinigt"
"2019-01-02T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",25.91,"bereinigt"
"2019-01-02T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",12.58,"bereinigt"
"2019-01-02T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",23.63,"bereinigt"
"2019-01-02T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",47.75,"bereinigt"
"2019-01-02T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",63.05,"bereinigt"
"2019-01-02T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2019-01-02T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",9.87,"bereinigt"
"2019-01-02T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",6.35,"bereinigt"
"2019-01-02T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",5865.64,"bereinigt"
"2019-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",16.76,"bereinigt"
"2019-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.78,"bereinigt"
"2019-01-02T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",10.19,"bereinigt"
"2019-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",52.95,"bereinigt"
"2019-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",69.83,"bereinigt"
"2019-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2019-01-02T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",9.99,"bereinigt"
"2019-01-02T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",6.54,"bereinigt"
"2019-01-02T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",7551.35,"bereinigt"
"2019-01-02T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.19,"bereinigt"
"2019-01-02T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.97,"bereinigt"
"2019-01-03T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",20.25,"bereinigt"
"2019-01-03T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.46,"bereinigt"
"2019-01-03T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",11.76,"bereinigt"
"2019-01-03T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",48.23,"bereinigt"
"2019-01-03T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",70.91,"bereinigt"
"2019-01-03T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2019-01-03T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",52.65,"bereinigt"
"2019-01-03T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",31.01,"bereinigt"
"2019-01-03T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",52.39,"bereinigt"
"2019-01-03T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",20.25,"bereinigt"
