"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2006-01-01T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",21.01,"bereinigt"
"2006-01-01T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.71,"bereinigt"
"2006-01-01T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",12.36,"bereinigt"
"2006-01-01T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",48.95,"bereinigt"
"2006-01-01T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",63.89,"bereinigt"
"2006-01-01T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2006-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",35.38,"bereinigt"
"2006-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",6.52,"bereinigt"
"2006-01-01T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",23.73,"bereinigt"
"2006-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",37.15,"bereinigt"
"2006-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",60.43,"bereinigt"
"2006-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2006-01-01T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.42,"bereinigt"
"2006-01-01T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",15.81,"bereinigt"
"2006-01-01T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",6.52,"bereinigt"
"2006-01-02T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",20.49,"bereinigt"
"2006-01-02T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.47,"bereinigt"
"2006-01-02T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",11.9,"bereinigt"
"2006-01-02T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",38.68,"bereinigt"
"2006-01-02T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",58.8,"bereinigt"
"2006-01-02T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2006-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",43.13,"bereinigt"
"2006-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",12.55,"bereinigt"
"2006-01-02T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",32.61,"bereinigt"
"2006-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",16.31,"bereinigt"
"2006-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",34.12,"bereinigt"
"2006-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2006-01-02T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.52,"bereinigt"
