"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"1991-01-01T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",33.67,"bereinigt"
"1991-01-01T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",26.48,"bereinigt"
"1991-01-01T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",38.84,"bereinigt"
"1991-01-01T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",30.51,"bereinigt"
"1991-01-01T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",46.53,"bereinigt"
"1991-01-01T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1991-01-01T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.56,"bereinigt"
"1991-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",27.79,"bereinigt"
"1991-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",7.13,"bereinigt"
"1991-01-01T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",20.25,"bereinigt"
"1991-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",39.22,"bereinigt"
"1991-01-01T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",12.09,"bereinigt"
"1991-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",55.13,"bereinigt"
"1991-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1991-01-02T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",43.64,"bereinigt"
"1991-01-02T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",53.9,"bereinigt"
"1991-01-02T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",66.03,"bereinigt"
"1991-01-02T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",22.22,"bereinigt"
"1991-01-02T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",51.48,"bereinigt"
"1991-01-02T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1991-01-02T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",NA,"bereinigt"
"1991-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",NA,"bereinigt"
"1991-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",NA,"bereinigt"
"1991-01-02T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",NA,"bereinigt"
"1991-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",25.86,"bereinigt"
"1991-01-02T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",13.39,"bereinigt"
"1991-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",59.85,"bereinigt"
"1991-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1991-01-03T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",45.55,"bereinigt"
"1991-01-03T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",103.72,"bereinigt"
"1991-01-03T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",106.97,"bereinigt"
"1991-01-03T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",18.8,"bereinigt"
"1991-01-03T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",48.34,"bereinigt"
"1991-01-03T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1991-01-03T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",1.25,"bereinigt"
"1991-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",41.51,"bereinigt"
"1991-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",62.95,"bereinigt"
"1991-01-03T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",72.18,"bereinigt"
