"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2015-01-01T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",27.74,"bereinigt"
"2015-01-01T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",3.21,"bereinigt"
"2015-01-01T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",17.09,"bereinigt"
"2015-01-01T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",25.91,"bereinigt"
"2015-01-01T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",39.65,"bereinigt"
"2015-01-01T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-01T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",44.49,"bereinigt"
"2015-01-01T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",24.92,"bereinigt"
"2015-01-01T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",43.25,"bereinigt"
"2015-01-01T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",15.05,"bereinigt"
"2015-01-01T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",29.2,"bereinigt"
"2015-01-01T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-01T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",64.5,"bereinigt"
"2015-01-01T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",45.19,"bereinigt"
"2015-01-01T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",21.1,"bereinigt"
"2015-01-01T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",40.55,"bereinigt"
"2015-01-01T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",15.65,"bereinigt"
"2015-01-01T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",27.16,"bereinigt"
"2015-01-01T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-01T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",59.45,"bereinigt"
"2015-01-01T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",13042.87,"bereinigt"
"2015-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",37.62,"bereinigt"
"2015-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",16.14,"bereinigt"
"2015-01-01T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",32.61,"bereinigt"
"2015-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",18.04,"bereinigt"
"2015-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",33.59,"bereinigt"
"2015-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-01T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",71.33,"bereinigt"
"2015-01-01T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.43,"bereinigt"
"2015-01-01T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",4.08,"bereinigt"
"2015-01-02T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",28.79,"bereinigt"
"2015-01-02T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",4.02,"bereinigt"
"2015-01-02T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",18.28,"bereinigt"
"2015-01-02T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",25.8,"bereinigt"
"2015-01-02T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",39.5,"bereinigt"
"2015-01-02T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-02T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",51.43,"bereinigt"
"2015-01-02T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",39,"bereinigt"
"2015-01-02T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",58.16,"bereinigt"
"2015-01-02T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",8.3,"bereinigt"
"2015-01-02T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",18.36,"bereinigt"
"2015-01-02T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-02T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",30.98,"bereinigt"
"2015-01-02T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",52.13,"bereinigt"
"2015-01-02T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",32.17,"bereinigt"
"2015-01-02T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",53.05,"bereinigt"
"2015-01-02T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",9.39,"bereinigt"
"2015-01-02T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",20.65,"bereinigt"
"2015-01-02T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-02T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",29.4,"bereinigt"
"2015-01-02T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",15425.51,"bereinigt"
"2015-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",42.92,"bereinigt"
"2015-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",13.45,"bereinigt"
"2015-01-02T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",33.22,"bereinigt"
"2015-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",10.9,"bereinigt"
"2015-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",20.44,"bereinigt"
"2015-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-02T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",27.3,"bereinigt"
"2015-01-02T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.4,"bereinigt"
"2015-01-02T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",2.52,"bereinigt"
"2015-01-03T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",22.09,"bereinigt"
"2015-01-03T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",3.29,"bereinigt"
"2015-01-03T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",14.19,"bereinigt"
"2015-01-03T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",35.11,"bereinigt"
"2015-01-03T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",57.38,"bereinigt"
"2015-01-03T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-03T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",43.4,"bereinigt"
"2015-01-03T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",41.21,"bereinigt"
"2015-01-03T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",55.74,"bereinigt"
"2015-01-03T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",19.85,"bereinigt"
"2015-01-03T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",53.42,"bereinigt"
"2015-01-03T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-03T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",15.49,"bereinigt"
"2015-01-03T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",40.52,"bereinigt"
"2015-01-03T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",29.54,"bereinigt"
"2015-01-03T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",44.88,"bereinigt"
"2015-01-03T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",23.16,"bereinigt"
"2015-01-03T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",57.7,"bereinigt"
"2015-01-03T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-03T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",15.66,"bereinigt"
"2015-01-03T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",11910.3,"bereinigt"
"2015-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",33.27,"bereinigt"
"2015-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",15.87,"bereinigt"
"2015-01-03T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",30.12,"bereinigt"
"2015-01-03T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",24.4,"bereinigt"
"2015-01-03T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",56.81,"bereinigt"
"2015-01-03T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-03T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",12.6,"bereinigt"
"2015-01-03T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.34,"bereinigt"
"2015-01-03T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.96,"bereinigt"
"2015-01-04T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",9.41,"bereinigt"
"2015-01-04T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.21,"bereinigt"
"2015-01-04T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",5.89,"bereinigt"
"2015-01-04T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",54.2,"bereinigt"
"2015-01-04T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",69.9,"bereinigt"
"2015-01-04T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-04T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",38.15,"bereinigt"
"2015-01-04T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",19.43,"bereinigt"
"2015-01-04T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",35.53,"bereinigt"
"2015-01-04T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",31.86,"bereinigt"
"2015-01-04T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",49.97,"bereinigt"
"2015-01-04T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-04T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",7.25,"bereinigt"
"2015-01-04T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",38.53,"bereinigt"
"2015-01-04T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",19.45,"bereinigt"
"2015-01-04T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",35.74,"bereinigt"
"2015-01-04T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",35.07,"bereinigt"
"2015-01-04T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",58.89,"bereinigt"
"2015-01-04T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-04T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",7.3,"bereinigt"
"2015-01-04T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",14581.04,"bereinigt"
"2015-01-04T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",28.33,"bereinigt"
"2015-01-04T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",8.38,"bereinigt"
"2015-01-04T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",21.53,"bereinigt"
"2015-01-04T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",37.34,"bereinigt"
"2015-01-04T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",55.22,"bereinigt"
"2015-01-04T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2015-01-04T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",7.65,"bereinigt"
"2015-01-04T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.3,"bereinigt"
"2015-01-04T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.94,"bereinigt"
"2015-01-05T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",32.33,"bereinigt"
"2015-01-05T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",10.97,"bereinigt"
"2015-01-05T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",25.7,"bereinigt"
