"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2009-01-01T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",28.1,"bereinigt"
"2009-01-01T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",4.98,"bereinigt"
"2009-01-01T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",18.69,"bereinigt"
"2009-01-01T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",32.09,"bereinigt"
"2009-01-01T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",50.33,"bereinigt"
"2009-01-01T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2009-01-01T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",45.05,"bereinigt"
"2009-01-01T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",26.42,"bereinigt"
"2009-01-01T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",44.74,"bereinigt"
"2009-01-01T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",21.25,"bereinigt"
"2009-01-01T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",42.64,"bereinigt"
"2009-01-01T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2009-01-01T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",40.66,"bereinigt"
"2009-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",39.62,"bereinigt"
"2009-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",17.59,"bereinigt"
"2009-01-01T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",34.82,"bereinigt"
"2009-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",21.1,"bereinigt"
"2009-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",43.1,"bereinigt"
"2009-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2009-01-01T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.44,"bereinigt"
"2009-01-01T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",33.52,"bereinigt"
"2009-01-02T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",18.16,"bereinigt"
"2009-01-02T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.74,"bereinigt"
"2009-01-02T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",10.09,"bereinigt"
"2009-01-02T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",43.08,"bereinigt"
"2009-01-02T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",51.51,"bereinigt"
"2009-01-02T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2009-01-02T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",34.29,"bereinigt"
"2009-01-02T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",17.73,"bereinigt"
"2009-01-02T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",32.15,"bereinigt"
"2009-01-02T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",34.19,"bereinigt"
"2009-01-02T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",47.37,"bereinigt"
"2009-01-02T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2009-01-02T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",23.74,"bereinigt"
"2009-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",26.23,"bereinigt"
"2009-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",8.09,"bereinigt"
