"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2011-01-01T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",18.97,"bereinigt"
"2011-01-01T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",2.34,"bereinigt"
"2011-01-01T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",11.8,"bereinigt"
"2011-01-01T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",37.38,"bereinigt"
"2011-01-01T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",56.59,"bereinigt"
"2011-01-01T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-01T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",44.48,"bereinigt"
"2011-01-01T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",15.91,"bereinigt"
"2011-01-01T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",36.02,"bereinigt"
"2011-01-01T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",23,"bereinigt"
"2011-01-01T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",51.18,"bereinigt"
"2011-01-01T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-01T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",37.76,"bereinigt"
"2011-01-01T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",11189.41,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",27.99,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",9.95,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",22.61,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",26.31,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",61.64,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.44,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",39.56,"bereinigt"
"2011-01-01T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",3.1,"bereinigt"
"2011-01-02T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",17.47,"bereinigt"
"2011-01-02T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.33,"bereinigt"
"2011-01-02T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",10.2,"bereinigt"
"2011-01-02T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",35.62,"bereinigt"
"2011-01-02T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",45.97,"bereinigt"
"2011-01-02T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-02T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",46.6,"bereinigt"
"2011-01-02T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",7.67,"bereinigt"
"2011-01-02T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",30.52,"bereinigt"
"2011-01-02T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",26.36,"bereinigt"
"2011-01-02T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",38.93,"bereinigt"
"2011-01-02T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-02T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",12.89,"bereinigt"
"2011-01-02T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",12023.04,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",30.89,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",8.01,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",22.58,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",26.96,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",36.87,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.45,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",15.29,"bereinigt"
"2011-01-02T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",3.13,"bereinigt"
"2011-01-03T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",20.75,"bereinigt"
"2011-01-03T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",2.93,"bereinigt"
"2011-01-03T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",13.2,"bereinigt"
"2011-01-03T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",42.32,"bereinigt"
"2011-01-03T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",63.4,"bereinigt"
"2011-01-03T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-03T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",61.72,"bereinigt"
"2011-01-03T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",37.7,"bereinigt"
"2011-01-03T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",62.5,"bereinigt"
"2011-01-03T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",16.78,"bereinigt"
"2011-01-03T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",42.66,"bereinigt"
"2011-01-03T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-03T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",27.92,"bereinigt"
"2011-01-03T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",23160.27,"bereinigt"
"2011-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",50.75,"bereinigt"
"2011-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",26.74,"bereinigt"
"2011-01-03T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",47.98,"bereinigt"
"2011-01-03T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",18.35,"bereinigt"
"2011-01-03T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",41,"bereinigt"
"2011-01-03T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-03T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.61,"bereinigt"
"2011-01-03T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",22.26,"bereinigt"
"2011-01-03T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",4.42,"bereinigt"
"2011-01-04T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",40.48,"bereinigt"
"2011-01-04T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",7.5,"bereinigt"
"2011-01-04T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",27.18,"bereinigt"
"2011-01-04T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",15.43,"bereinigt"
"2011-01-04T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",34.03,"bereinigt"
"2011-01-04T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-04T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",61.35,"bereinigt"
"2011-01-04T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",64.34,"bereinigt"
"2011-01-04T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",83.67,"bereinigt"
"2011-01-04T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",3.71,"bereinigt"
"2011-01-04T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",9.44,"bereinigt"
"2011-01-04T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-04T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",40.99,"bereinigt"
"2011-01-04T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",24698.06,"bereinigt"
"2011-01-04T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",55.75,"bereinigt"
"2011-01-04T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",32.02,"bereinigt"
"2011-01-04T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",54.83,"bereinigt"
"2011-01-04T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",5.49,"bereinigt"
"2011-01-04T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",15.27,"bereinigt"
"2011-01-04T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-04T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.65,"bereinigt"
"2011-01-04T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",40.44,"bereinigt"
"2011-01-04T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",4.95,"bereinigt"
"2011-01-05T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",40.21,"bereinigt"
"2011-01-05T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",4.87,"bereinigt"
"2011-01-05T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",24.94,"bereinigt"
"2011-01-05T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",24.97,"bereinigt"
"2011-01-05T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",51.06,"bereinigt"
"2011-01-05T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-05T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",65.39,"bereinigt"
"2011-01-05T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",40.69,"bereinigt"
"2011-01-05T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",66.82,"bereinigt"
"2011-01-05T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",11.17,"bereinigt"
"2011-01-05T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",27.61,"bereinigt"
"2011-01-05T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-05T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",35.32,"bereinigt"
"2011-01-05T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",22307.48,"bereinigt"
"2011-01-05T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",55.76,"bereinigt"
"2011-01-05T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",24.76,"bereinigt"
"2011-01-05T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",49.01,"bereinigt"
"2011-01-05T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",12.21,"bereinigt"
"2011-01-05T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",26.06,"bereinigt"
"2011-01-05T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-05T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.61,"bereinigt"
"2011-01-05T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",37.96,"bereinigt"
"2011-01-05T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",5.17,"bereinigt"
"2011-01-06T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",20.35,"bereinigt"
"2011-01-06T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.99,"bereinigt"
"2011-01-06T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",12.24,"bereinigt"
"2011-01-06T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",52.02,"bereinigt"
"2011-01-06T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",72,"bereinigt"
"2011-01-06T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-06T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",47.59,"bereinigt"
"2011-01-06T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",20.24,"bereinigt"
"2011-01-06T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",41.11,"bereinigt"
"2011-01-06T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",31.39,"bereinigt"
"2011-01-06T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",55.91,"bereinigt"
"2011-01-06T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-06T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",16.17,"bereinigt"
"2011-01-06T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",13568.69,"bereinigt"
"2011-01-06T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",42.99,"bereinigt"
"2011-01-06T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",12.76,"bereinigt"
"2011-01-06T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",32.71,"bereinigt"
"2011-01-06T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",28.94,"bereinigt"
"2011-01-06T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",58.06,"bereinigt"
"2011-01-06T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-06T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.41,"bereinigt"
"2011-01-06T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",16.93,"bereinigt"
"2011-01-06T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",4.39,"bereinigt"
"2011-01-07T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",21.18,"bereinigt"
"2011-01-07T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",6.03,"bereinigt"
"2011-01-07T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",15.91,"bereinigt"
"2011-01-07T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",38.93,"bereinigt"
"2011-01-07T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",53.02,"bereinigt"
"2011-01-07T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2011-01-07T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",59.17,"bereinigt"
"2011-01-07T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",52.66,"bereinigt"
"2011-01-07T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",73.16,"bereinigt"
