"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"1987-01-01T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.2,"bereinigt"
"1987-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",31.49,"bereinigt"
"1987-01-01T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",8.49,"bereinigt"
"1987-01-01T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",23.27,"bereinigt"
"1987-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",38.76,"bereinigt"
"1987-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",55.76,"bereinigt"
"1987-01-01T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1987-01-02T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.11,"bereinigt"
"1987-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",28.25,"bereinigt"
"1987-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",8.43,"bereinigt"
"1987-01-02T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",21.53,"bereinigt"
"1987-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",46.44,"bereinigt"
"1987-01-02T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",9.9,"bereinigt"
"1987-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",62.92,"bereinigt"
"1987-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"1987-01-03T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.62,"bereinigt"
"1987-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",49.99,"bereinigt"
"1987-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",53.82,"bereinigt"
"1987-01-03T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",69.29,"bereinigt"
"1987-01-03T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",13.83,"bereinigt"
"1987-01-03T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",40.04,"bereinigt"
